sido,sigungu,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4,y5,y6,y7,전월세구분,a1,a2,a3
경기도,파주시,164306,2258.8,29639,81350,8241,0,41376,2268,170503,2.6,0.03,0,0,0.03,0.06,월세,58.54148032,4857.464247,45.88429752
경기도,이천시,80367,1090.1,14990,37259,3745,0,22154,1531,83134,3.8,0.04,0,0,0.03,0.08,월세,60.45737076,4411.634087,55.0815832
경기도,안성시,74066,907.3,14311,30620,3242,0,23626,1647,77137,3.8,0.04,0,0,0.03,0.07,월세,54.85429154,5060.373494,35.18117754
경기도,화성시,298397,4281.4,47341,152486,10112,0,80415,4773,321402,2.1,0.02,0,0,0.03,0.05,월세,54.47037226,6158.912552,46.2114507
경기도,광주시,136730,1724,27440,67526,6629,0,31991,2036,142715,2.3,0.02,0.01,0,0.03,0.06,월세,67.0121478,6626.535973,71.7846451
경기도,포천시,58273,664.7,12323,23662,2632,0,17991,1297,59317,4.5,0.05,0,0,0.08,0.13,월세,60.72519511,1931.899083,47.60244648
경기도,여주시,42903,504.8,9616,17204,2401,0,12463,892,44056,3.7,0.04,0,0,0.04,0.08,월세,53.99080362,3019.157107,43.82169576
경기도,연천군,17681,187,4033,6239,999,0,5824,502,17953,6.6,0.07,0,0,0.05,0.12,월세,61.32328019,1356.358491,43.76415094
경기도,가평군,24950,267,5864,8728,1172,0,8429,581,25551,4.4,0.05,0,0,0.06,0.11,월세,69.93655395,2233.869767,62.31162791
강원도,춘천시,113550,1370,21483,48679,5163,0,36297,978,117773,3.9,0.04,0,0,0.02,0.06,월세,64.54572357,4497.949178,61.34529148
강원도,원주시,142352,1700.5,26621,61612,4943,0,46201,1547,150076,3.1,0.03,0,0,0.01,0.05,월세,63.19310214,3912.197325,46.86547198
강원도,강릉시,92093,961.6,19411,34946,3625,0,32114,1251,97890,4.9,0.05,0,0,0.02,0.07,월세,54.04037307,3719.548013,44.88520971
강원도,속초시,34213,374.5,7252,13606,1306,0,11111,677,35491,4.1,0.04,0,0,0.02,0.06,월세,58.65903914,2095.43131,61.5071885
강원도,양양군,11934,117,3051,3770,549,0,4252,206,12305,6.3,0.07,0,0,0.04,0.11,월세,54.92548269,1389.365385,57.40384615
충청북도,충주시,90191,971.1,19352,34436,3508,0,30970,1235,92965,3.4,0.04,0,0,0.02,0.06,월세,55.26306017,2241.69296,47.72798434
충청북도,제천시,57422,637.7,13703,21203,1955,0,19283,710,59625,4.4,0.04,0,0,0.02,0.06,월세,51.67438814,1594.868613,42.28649635
충청북도,청주시,334431,4202,55336,153706,12562,0,105570,4183,347767,2.5,0.03,0,0,0.01,0.04,월세,55.39239301,2947.058552,51.08576612
충청북도,옥천군,20331,240.2,5846,7266,1027,0,5815,190,20617,7.2,0.08,0,0,0.03,0.11,월세,42.55221078,1973.421569,24.1372549
충청남도,천안시,264383,3321.9,40383,118328,8239,0,88865,5999,275302,2.9,0.03,0,0,0.02,0.05,월세,53.86259517,2956.327422,49.94105587
충청남도,공주시,44816,490.7,10266,16001,2094,0,15459,644,46050,6.6,0.07,0,0,0.03,0.1,월세,48.19185049,1975.339806,35.25889968
충청남도,아산시,123229,1556.7,20709,55965,4486,0,38539,2423,127791,3.2,0.03,0,0,0.03,0.06,월세,49.53456753,2658.32047,40.95995771
충청남도,서산시,70024,842.7,15556,29273,2456,0,20965,1087,72647,3.1,0.03,0,0,0.02,0.06,월세,66.95876323,7554.033651,32.58211954
충청남도,논산시,49004,540,11497,17864,2252,0,16270,725,49985,6.4,0.07,0,0,0.03,0.1,월세,51.43138856,2034.501845,42.98154982
충청남도,당진시,67758,802.9,13961,27080,2569,0,22248,1284,68979,3.6,0.04,0,0,0.03,0.06,월세,59.66845007,7167.715401,29.97764372
충청남도,금산군,22450,233.9,5684,7254,1030,0,7867,437,23182,10.4,0.11,0,0,0.05,0.16,월세,54.95099726,2038.493151,39.69863014
전북특별자치도,전주시,261378,3304.2,45737,121691,8939,0,80845,1722,270339,2.3,0.02,0,0,0.01,0.04,월세,65.94569427,8113.148732,39.84350011
전북특별자치도,군산시,108999,1330,22033,46358,3914,0,34368,1327,111617,2.7,0.03,0,0,0.01,0.04,월세,58.34110267,5665.441333,27.571
전북특별자치도,남원시,33242,349.6,8258,11994,1431,0,10878,419,33870,6.5,0.07,0,0,0.03,0.1,월세,52.32852404,4838.705015,17.28023599
전북특별자치도,임실군,11985,111.6,2844,3729,571,0,4534,241,12226,12,0.12,0,0,0.03,0.16,월세,60.8900619,2263.619048,28.80952381
전북특별자치도,순창군,11476,129.2,2935,3758,705,0,3818,157,11585,11,0.11,0,0,0.03,0.15,월세,61.04287174,2267.152174,18.39130435
전북특별자치도,부안군,22026,221.1,5781,7292,910,0,7524,347,22301,4.4,0.04,0,0,0.04,0.09,월세,58.39941765,1282.514706,42.45588235
전라남도,여수시,109473,1328.7,24727,46557,4098,0,31639,1367,112173,4.4,0.05,0,0,0.02,0.07,월세,57.29389723,3917.945105,35.48047538
전라남도,순천시,106414,1359.5,21868,49823,3503,0,29155,985,109979,4,0.04,0,0,0.02,0.06,월세,59.65526073,3400.998847,45.12168397
전라남도,광양시,56134,699.6,12119,25854,1759,0,15034,760,57669,3.2,0.03,0,0,0.02,0.06,월세,57.25392741,2629.42445,37.95975702
경상북도,경주시,108194,1156.8,23830,41514,3829,0,36568,1560,111093,6.4,0.07,0,0,0.03,0.09,월세,66.41915905,2476.464548,49.57334963
경상북도,김천시,57408,645.4,13223,22240,2445,0,18405,555,59185,6.2,0.06,0,0,0.02,0.09,월세,62.24288235,2561.538603,50.50551471
경상북도,안동시,68285,728.5,15626,24817,2613,0,23852,806,70860,9,0.09,0,0.01,0.02,0.12,월세,64.95659083,7125.312169,34.65079365
경상북도,구미시,164752,2061,27446,77932,4326,0,50705,2556,169399,2.2,0.02,0,0.01,0.02,0.04,월세,65.41731737,5320.17676,40.4996215
경상북도,상주시,42579,423,11194,13623,2009,0,14861,515,43627,10.4,0.11,0,0,0.03,0.14,월세,52.9461719,1468.413223,41.19008264
경상북도,문경시,30068,310.3,8080,9949,1309,0,10187,303,30505,8.2,0.08,0,0,0.03,0.12,월세,53.10731186,1187.745763,40.30508475
경상북도,경산시,112324,1292,21053,46853,3758,0,38209,1418,115969,4.1,0.04,0,0,0.02,0.06,월세,71.31237648,3092.227951,51.09859792
경상남도,통영시,53200,642.5,11744,21759,1976,0,16447,708,53668,4.5,0.05,0,0,0.02,0.07,월세,64.06906342,2615.003356,52.24832215
경상남도,김해시,201314,2741.6,35179,103639,6911,0,51954,1524,206938,2.7,0.03,0,0,0.02,0.05,월세,66.25060774,4472.215648,48.82141309
경상남도,양산시,134260,1732.1,25561,65348,4337,0,36600,1027,138429,1.8,0.02,0,0,0.01,0.03,월세,63.36586049,3584.982039,43.7368932
경상남도,창원시,148257,1799.5,28971,67344,6215,0,43701,769,409276,3.3,0.03,0,0,0.01,0.05,월세,66.84999991,6635.197007,48.71719457
경상남도,고성군,21824,231.3,5530,7239,941,0,7573,368,22020,10.8,0.11,0,0,0.03,0.14,월세,59.40102,1800.866667,35.03333333
제주특별자치도,제주시,184488,2508.8,30451,85671,8612,0,53925,4118,191088,5.6,0.06,0,0.01,0.03,0.1,월세,59.96079376,3749.82011,69.40025467
제주특별자치도,서귀포시,69228,882.9,13185,28157,4040,0,21405,1921,71240,7.1,0.07,0,0,0.04,0.11,월세,53.7769635,2550.631179,65.67649857
